molecule_chembl_id,canonical_smiles,standard_type,standard_relation,standard_value,standard_units,pchembl_value,assay_type,assay_chembl_id,data_validity_comment,document_chembl_id,target_chembl_id
CHEMBL572532,CCN(CCCCCCNC1=CC(=O)C(NCCCNC(=O)CCCCC2CCSS2)=CC1=O)Cc1ccccc1OC,IC50,=,150.0,nM,6.82,B,CHEMBL1037610,,CHEMBL1154602,CHEMBL220
CHEMBL572453,CCN(CCCNC1=CC(=O)C(NCCCCCCNC(=O)CCCCC2CCSS2)=CC1=O)Cc1ccccc1OC,IC50,=,160.0,nM,6.80,B,CHEMBL1037610,,CHEMBL1154602,CHEMBL220
CHEMBL574847,CCN(CCCNC1=CC(=O)C(NCCCNC(=O)CCCCC2CCSS2)=CC1=O)Cc1ccccc1OC,IC50,=,190.0,nM,6.72,B,CHEMBL1037610,,CHEMBL1154602,CHEMBL220
CHEMBL659,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,IC50,=,2100.0,nM,5.68,B,CHEMBL1047004,,CHEMBL1156800,CHEMBL220
CHEMBL569978,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(CCCN1CCCCC1)C2,IC50,=,350.0,nM,6.46,B,CHEMBL1047004,,CHEMBL1156800,CHEMBL220
CHEMBL1794936,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(CCCCCCCCN1C(=O)c3ccccc3S1(=O)=O)C2.O=C(O)/C=C/C(=O)O,IC50,=,50.0,nM,7.30,B,CHEMBL1047004,,CHEMBL1156800,CHEMBL220
CHEMBL558598,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1.Cl,IC50,=,25118.86,nM,4.60,B,CHEMBL1041657,,CHEMBL1156813,CHEMBL220
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,IC50,=,251.19,nM,6.60,B,CHEMBL1041657,,CHEMBL1156813,CHEMBL220
CHEMBL567532,CCc1c(C(=O)NCCCCCCCNc2c3c(nc4ccccc24)CCCC3)nc(-c2ccccc2Cl)n1-c1ccc(Cl)cc1,IC50,=,1258.93,nM,5.90,B,CHEMBL1041657,,CHEMBL1156813,CHEMBL220
CHEMBL570158,O=S(=O)(/N=C(\NCCCCCCCNc1c2c(nc3ccccc13)CCCC2)N1CC(c2ccccc2)C(c2ccc(Cl)cc2)=N1)c1ccc(Cl)cc1,IC50,=,1000.0,nM,6.00,B,CHEMBL1041657,,CHEMBL1156813,CHEMBL220
CHEMBL570159,CCc1c(C(=O)NCCCCNc2c3c(nc4ccccc24)CCCC3)nc(-c2ccccc2Cl)n1-c1ccc(Cl)cc1,IC50,=,316.23,nM,6.50,B,CHEMBL1041657,,CHEMBL1156813,CHEMBL220
CHEMBL571730,O=S(=O)(/N=C(\NCCCCNc1c2c(nc3ccccc13)CCCC2)N1CC(c2ccccc2)C(c2ccc(Cl)cc2)=N1)c1ccc(Cl)cc1,IC50,=,2511.89,nM,5.60,B,CHEMBL1041657,,CHEMBL1156813,CHEMBL220
CHEMBL583855,CCc1c(C(=O)NN2CCCCC2)nc(-c2ccccc2Cl)n1-c1ccc(Cl)cc1,IC50,>,31622.78,nM,,B,CHEMBL1041657,,CHEMBL1156813,CHEMBL220
CHEMBL604478,C/C=C1\[C@H]2C=C(C)C[C@]1(/N=C/c1ccc(O)c(OC)c1)c1ccc(=O)[nH]c1C2,IC50,=,16.0,nM,7.80,B,CHEMBL1065425,,CHEMBL1152583,CHEMBL220
CHEMBL595115,C/C=C1\[C@H]2C=C(C)C[C@]1(/N=C/c1ccc(N(C)C)cc1)c1ccc(=O)[nH]c1C2,IC50,=,31.0,nM,7.51,B,CHEMBL1065425,,CHEMBL1152583,CHEMBL220
CHEMBL594870,C/C=C1\[C@H]2C=C(C)C[C@]1(/N=C/c1ccc(OC)cc1)c1ccc(=O)[nH]c1C2,IC50,=,31.0,nM,7.51,B,CHEMBL1065425,,CHEMBL1152583,CHEMBL220
CHEMBL605303,C/C=C1\[C@H]2C=C(C)C[C@]1(/N=C/c1ccc(O)c(OCC)c1)c1ccc(=O)[nH]c1C2,IC50,=,25.0,nM,7.60,B,CHEMBL1065425,,CHEMBL1152583,CHEMBL220
CHEMBL606348,C/C=C1\[C@H]2C=C(C)C[C@]1(/N=C/c1cc(OC)cc(OC)c1)c1ccc(=O)[nH]c1C2,IC50,=,29.0,nM,7.54,B,CHEMBL1065425,,CHEMBL1152583,CHEMBL220
CHEMBL593933,C/C=C1\[C@H]2C=C(C)C[C@]1(/N=C/c1ccc(OC)cc1OC)c1ccc(=O)[nH]c1C2,IC50,=,84.0,nM,7.08,B,CHEMBL1065425,,CHEMBL1152583,CHEMBL220
CHEMBL596236,C/C=C1\[C@H]2C=C(C)C[C@]1(/N=C/c1ccc(C#N)cc1)c1ccc(=O)[nH]c1C2,IC50,=,22.0,nM,7.66,B,CHEMBL1065425,,CHEMBL1152583,CHEMBL220
CHEMBL595114,C/C=C1\[C@H]2C=C(C)C[C@]1(/N=C/C=C/c1ccccc1)c1ccc(=O)[nH]c1C2,IC50,=,24.0,nM,7.62,B,CHEMBL1065425,,CHEMBL1152583,CHEMBL220
CHEMBL594186,C/C=C1\[C@H]2C=C(C)C[C@]1(/N=C/C(=C/c1ccccc1)CCCCC)c1ccc(=O)[nH]c1C2,IC50,=,51.0,nM,7.29,B,CHEMBL1065425,,CHEMBL1152583,CHEMBL220
CHEMBL594187,C/C=C1\[C@H]2C=C(C)C[C@]1(/N=C/C(C)=C/c1ccccc1)c1ccc(=O)[nH]c1C2,IC50,=,25.0,nM,7.60,B,CHEMBL1065425,,CHEMBL1152583,CHEMBL220
CHEMBL606372,C/C=C1\[C@H]2C=C(C)C[C@]1(/N=C/C=C/c1ccc(N(C)C)cc1)c1ccc(=O)[nH]c1C2,IC50,=,40.0,nM,7.40,B,CHEMBL1065425,,CHEMBL1152583,CHEMBL220
CHEMBL596457,C/C=C1\[C@H]2C=C(C)C[C@]1(/N=C/c1ccccc1OS(=O)(=O)[O-])c1ccc(=O)[nH]c1C2.[Na+],IC50,=,41.0,nM,7.39,B,CHEMBL1065425,,CHEMBL1152583,CHEMBL220
CHEMBL606538,C=CCOc1ccc(/C=N/[C@@]23CC(C)=C[C@@H](Cc4[nH]c(=O)ccc42)/C3=C\C)cc1,IC50,=,31.0,nM,7.51,B,CHEMBL1065425,,CHEMBL1152583,CHEMBL220
CHEMBL395280,C/C=C1\[C@H]2C=C(C)C[C@]1(N)c1ccc(=O)[nH]c1C2,IC50,=,21.0,nM,7.68,B,CHEMBL1065425,,CHEMBL1152583,CHEMBL220
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,IC50,=,128.0,nM,6.89,B,CHEMBL1065425,,CHEMBL1152583,CHEMBL220
CHEMBL590031,CO[P@@]1(=O)CC[C@H]2COC(=O)C2=C(C)O1,IC50,=,3000.0,nM,5.52,B,CHEMBL1069537,,CHEMBL1157647,CHEMBL220
CHEMBL592433,CO[P@]1(=O)CC[C@H]2COC(=O)C2=C(C)O1,IC50,=,30000.0,nM,4.52,B,CHEMBL1069537,,CHEMBL1157647,CHEMBL220
CHEMBL606034,COC(=O)C1=C(C)O[P@@](=O)(OC)CC[C@H]1COCc1ccccc1,IC50,=,35000.0,nM,4.46,B,CHEMBL1069537,,CHEMBL1157647,CHEMBL220
CHEMBL604255,COC(=O)C1=C(C)O[P@](=O)(OC)CC[C@H]1COCc1ccccc1,IC50,=,6000.0,nM,5.22,B,CHEMBL1069537,,CHEMBL1157647,CHEMBL220
CHEMBL592624,COC(=O)C1=C(C)OP(=O)(OC)CCC1,IC50,=,7000.0,nM,5.16,B,CHEMBL1069537,,CHEMBL1157647,CHEMBL220
CHEMBL592856,COP1(=O)CCCC(CO)=C(C)O1,IC50,=,600000.0,nM,,B,CHEMBL1069537,Outside typical range,CHEMBL1157647,CHEMBL220
CHEMBL592857,COC(=O)C1=C(C)OP(=O)(OC)CC1,IC50,=,5000.0,nM,5.30,B,CHEMBL1069537,,CHEMBL1157647,CHEMBL220
CHEMBL591469,COP(=O)(OC)O/C(C)=C1/CCOC1=O,IC50,>,1000000.0,nM,,B,CHEMBL1069537,Outside typical range,CHEMBL1157647,CHEMBL220
CHEMBL591470,COP(=O)(OC)O/C(C)=C1\CCOC1=O,IC50,=,70000.0,nM,4.16,B,CHEMBL1069537,,CHEMBL1157647,CHEMBL220
CHEMBL1025,CC(C)OP(=O)(F)OC(C)C,IC50,=,120.0,nM,6.92,B,CHEMBL1069537,,CHEMBL1157647,CHEMBL220
CHEMBL603622,CO[P@]1(=O)OC[C@H]2COC(=O)C2=C(C)O1,IC50,=,0.8,nM,9.10,B,CHEMBL1069539,,CHEMBL1157647,CHEMBL220
CHEMBL599644,CN(Cc1ccccc1)Cc1ccc(/C=C2\CCc3cc(OCCCCCN4CCCCC4)ccc3C2=O)cc1,IC50,=,52.0,nM,7.28,B,CHEMBL1067130,,CHEMBL1157624,CHEMBL220
CHEMBL597188,CCN(CC)CCCCCOc1ccc2c(c1)CC/C(=C\c1ccc(CN(C)Cc3ccccc3)cc1)C2=O,IC50,=,56.0,nM,7.25,B,CHEMBL1067130,,CHEMBL1157624,CHEMBL220
CHEMBL604096,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(CN(C)Cc3ccccc3)cc1)CC2,IC50,=,180.0,nM,6.75,B,CHEMBL1067130,,CHEMBL1157624,CHEMBL220
CHEMBL597795,COc1ccc2c(c1)C(=O)/C(=C/c1ccc(CN(C)Cc3ccccc3)cc1)CC2,IC50,=,5380.0,nM,5.27,B,CHEMBL1067130,,CHEMBL1157624,CHEMBL220
CHEMBL597794,COc1ccc2c(c1)CC/C(=C\c1ccc(CN(C)Cc3ccccc3)cc1)C2=O,IC50,=,110.0,nM,6.96,B,CHEMBL1067130,,CHEMBL1157624,CHEMBL220
CHEMBL598824,CCN(CC)CCCCCCCOc1ccc2c(c1)C(=O)/C(=C/c1ccc(CN(C)Cc3ccccc3)cc1)C2,IC50,=,510.0,nM,6.29,B,CHEMBL1067130,,CHEMBL1157624,CHEMBL220
CHEMBL599058,CCN(CC)CCCCCCOc1ccc2c(c1)C(=O)/C(=C/c1ccc(CN(C)Cc3ccccc3)cc1)C2,IC50,=,380.0,nM,6.42,B,CHEMBL1067130,,CHEMBL1157624,CHEMBL220
CHEMBL603256,CN(Cc1ccccc1)Cc1ccc(/C=C2\Cc3ccc(OCCCCCN4CCCCC4)cc3C2=O)cc1,IC50,=,200.0,nM,6.70,B,CHEMBL1067130,,CHEMBL1157624,CHEMBL220
CHEMBL599057,CCN(CC)CCCCCOc1ccc2c(c1)C(=O)/C(=C/c1ccc(CN(C)Cc3ccccc3)cc1)C2,IC50,=,190.0,nM,6.72,B,CHEMBL1067130,,CHEMBL1157624,CHEMBL220
CHEMBL597822,CN(Cc1ccccc1)Cc1ccc(/C=C2\Cc3ccc(OCCCCN4CCCCC4)cc3C2=O)cc1,IC50,=,180.0,nM,6.75,B,CHEMBL1067130,,CHEMBL1157624,CHEMBL220
CHEMBL597821,CN(Cc1ccccc1)Cc1ccc(/C=C2\Cc3ccc(OCCCCN4CCOCC4)cc3C2=O)cc1,IC50,=,890.0,nM,6.05,B,CHEMBL1067130,,CHEMBL1157624,CHEMBL220
CHEMBL598645,CCN(CC)CCCCOc1ccc2c(c1)C(=O)/C(=C/c1ccc(CN(C)Cc3ccccc3)cc1)C2,IC50,=,890.0,nM,6.05,B,CHEMBL1067130,,CHEMBL1157624,CHEMBL220
CHEMBL599254,CCN(CC)CCCOc1ccc2c(c1)C(=O)/C(=C/c1ccc(CN(C)Cc3ccccc3)cc1)C2,IC50,=,1320.0,nM,5.88,B,CHEMBL1067130,,CHEMBL1157624,CHEMBL220
CHEMBL599253,CCN(CC)CCOc1ccc2c(c1)C(=O)/C(=C/c1ccc(CN(C)Cc3ccccc3)cc1)C2,IC50,=,1530.0,nM,5.82,B,CHEMBL1067130,,CHEMBL1157624,CHEMBL220
CHEMBL599252,CCN(CC)CCCCOc1ccc2c(c1)C/C(=C\c1ccc(CN(C)Cc3ccccc3)cc1)C2=O,IC50,=,3950.0,nM,5.40,B,CHEMBL1067130,,CHEMBL1157624,CHEMBL220
CHEMBL597001,CCN(CC)CCCOc1ccc2c(c1)C/C(=C\c1ccc(CN(C)Cc3ccccc3)cc1)C2=O,IC50,=,1610.0,nM,5.79,B,CHEMBL1067130,,CHEMBL1157624,CHEMBL220
CHEMBL604715,CCN(CC)CCOc1ccc2c(c1)C/C(=C\c1ccc(CN(C)Cc3ccccc3)cc1)C2=O,IC50,=,2900.0,nM,5.54,B,CHEMBL1067130,,CHEMBL1157624,CHEMBL220
CHEMBL597406,CN(Cc1ccccc1)Cc1ccc(/C=C2\Cc3ccccc3C2=O)cc1,IC50,=,11700.0,nM,4.93,B,CHEMBL1067130,,CHEMBL1157624,CHEMBL220
CHEMBL597405,CCN(Cc1ccccc1)Cc1ccc(/C=C2\Cc3ccc(OC)cc3C2=O)cc1,IC50,=,4930.0,nM,5.31,B,CHEMBL1067130,,CHEMBL1157624,CHEMBL220
CHEMBL610779,COc1ccc2c(c1)C(=O)/C(=C/c1ccc(CN(C)Cc3ccccc3)cc1)C2,IC50,=,630.0,nM,6.20,B,CHEMBL1067130,,CHEMBL1157624,CHEMBL220
CHEMBL610219,COc1ccc2c(c1)C/C(=C\c1ccc(CN(C)Cc3ccccc3)cc1)C2=O,IC50,=,28700.0,nM,4.54,B,CHEMBL1067130,,CHEMBL1157624,CHEMBL220
CHEMBL598632,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(CN(C)Cc3ccccc3)cc1)C2,IC50,=,1140.0,nM,5.94,B,CHEMBL1067130,,CHEMBL1157624,CHEMBL220
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,IC50,=,20.0,nM,7.70,B,CHEMBL1067130,,CHEMBL1157624,CHEMBL220
CHEMBL75121,COc1cc2cc(-c3ccc(CN(C)Cc4ccccc4)cc3)c(=O)oc2cc1OC,IC50,=,44.0,nM,7.36,B,CHEMBL1067130,,CHEMBL1157624,CHEMBL220
CHEMBL812,CN(C)C(=O)Oc1ccc[n+](C)c1.[Br-],IC50,=,40000.0,nM,4.40,B,CHEMBL1100708,,CHEMBL1154957,CHEMBL220
CHEMBL54126,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.[Br-],IC50,=,100.0,nM,7.00,B,CHEMBL1100708,,CHEMBL1154957,CHEMBL220
CHEMBL1088018,[Br-].[Br-].c1cc[n+](CCCC[n+]2ccccc2)cc1,IC50,=,505000.0,nM,,B,CHEMBL1100708,Outside typical range,CHEMBL1154957,CHEMBL220
CHEMBL1088019,[Br-].[Br-].c1cc[n+](CCCCC[n+]2ccccc2)cc1,IC50,=,1270000.0,nM,,B,CHEMBL1100708,Outside typical range,CHEMBL1154957,CHEMBL220
CHEMBL389283,[Br-].[Br-].c1cc[n+](CCCCCC[n+]2ccccc2)cc1,IC50,=,63000.0,nM,4.20,B,CHEMBL1100708,,CHEMBL1154957,CHEMBL220
CHEMBL1088155,[Br-].[Br-].c1cc[n+](CCCCCCC[n+]2ccccc2)cc1,IC50,=,241000.0,nM,,B,CHEMBL1100708,Outside typical range,CHEMBL1154957,CHEMBL220
CHEMBL225688,[Br-].[Br-].c1cc[n+](CCCCCCCC[n+]2ccccc2)cc1,IC50,=,31000.0,nM,4.51,B,CHEMBL1100708,,CHEMBL1154957,CHEMBL220
CHEMBL105742,[Br-].[Br-].c1cc[n+](CCCCCCCCC[n+]2ccccc2)cc1,IC50,=,2000.0,nM,5.70,B,CHEMBL1100708,,CHEMBL1154957,CHEMBL220
CHEMBL225689,[Br-].[Br-].c1cc[n+](CCCCCCCCCC[n+]2ccccc2)cc1,IC50,=,400.0,nM,6.40,B,CHEMBL1100708,,CHEMBL1154957,CHEMBL220
CHEMBL430886,[Br-].[Br-].c1cc[n+](CCCCCCCCCCC[n+]2ccccc2)cc1,IC50,=,700.0,nM,6.16,B,CHEMBL1100708,,CHEMBL1154957,CHEMBL220
CHEMBL1081448,[Cl-].[Cl-].c1cc[n+](COC[n+]2ccccc2)cc1,IC50,=,1770000.0,nM,,B,CHEMBL1100708,Outside typical range,CHEMBL1154957,CHEMBL220
CHEMBL1081449,[Br-].[Br-].c1cc[n+](CCOCC[n+]2ccccc2)cc1,IC50,=,2010000.0,nM,,B,CHEMBL1100708,Outside typical range,CHEMBL1154957,CHEMBL220
CHEMBL1081613,C(=C/C[n+]1ccccc1)\C[n+]1ccccc1.[Br-].[Br-],IC50,=,2290000.0,nM,,B,CHEMBL1100708,Outside typical range,CHEMBL1154957,CHEMBL220
CHEMBL1076550,C(=C\C[n+]1ccccc1)\C[n+]1ccccc1.[Cl-].[Cl-],IC50,=,1990000.0,nM,,B,CHEMBL1100708,Outside typical range,CHEMBL1154957,CHEMBL220
CHEMBL1081124,[Br-].[Br-].c1cc[n+](Cc2ccccc2C[n+]2ccccc2)cc1,IC50,=,636000.0,nM,,B,CHEMBL1100708,Outside typical range,CHEMBL1154957,CHEMBL220
CHEMBL1081125,[Br-].[Br-].c1cc[n+](Cc2cccc(C[n+]3ccccc3)c2)cc1,IC50,=,2360000.0,nM,,B,CHEMBL1100708,Outside typical range,CHEMBL1154957,CHEMBL220
CHEMBL1081126,[Br-].[Br-].c1cc[n+](Cc2ccc(C[n+]3ccccc3)cc2)cc1,IC50,=,1540000.0,nM,,B,CHEMBL1100708,Outside typical range,CHEMBL1154957,CHEMBL220
CHEMBL1081810,[Br-].[Br-].c1cc[n+](Cc2ccc3ccc(C[n+]4ccccc4)cc3c2)cc1,IC50,=,200.0,nM,6.70,B,CHEMBL1100708,,CHEMBL1154957,CHEMBL220
CHEMBL1082081,CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)OC(C)(C)C,IC50,=,950.0,nM,6.02,B,CHEMBL1105045,,CHEMBL1154393,CHEMBL220
CHEMBL1082082,CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)OCc1ccccc1,IC50,=,250.0,nM,6.60,B,CHEMBL1105045,,CHEMBL1154393,CHEMBL220
CHEMBL1076243,CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)Cc1cc2ccc(Cl)cc2s1,IC50,=,100.0,nM,7.00,B,CHEMBL1105045,,CHEMBL1154393,CHEMBL220
CHEMBL1080631,CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c1ccccc1,IC50,=,530.0,nM,6.28,B,CHEMBL1105045,,CHEMBL1154393,CHEMBL220
CHEMBL1080813,CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c1cccs1,IC50,=,500.0,nM,6.30,B,CHEMBL1105045,,CHEMBL1154393,CHEMBL220
CHEMBL1080814,CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c1cc(Br)cs1,IC50,=,180.0,nM,6.75,B,CHEMBL1105045,,CHEMBL1154393,CHEMBL220
CHEMBL1076259,CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c1cc2ccccc2s1,IC50,=,270.0,nM,6.57,B,CHEMBL1105045,,CHEMBL1154393,CHEMBL220
CHEMBL1076260,CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c1cc2cccnc2s1,IC50,=,440.0,nM,6.36,B,CHEMBL1105045,,CHEMBL1154393,CHEMBL220
CHEMBL1080274,CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c1cc2ccsc2s1,IC50,=,300.0,nM,6.52,B,CHEMBL1105045,,CHEMBL1154393,CHEMBL220
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,IC50,=,350.0,nM,6.46,B,CHEMBL1105045,,CHEMBL1154393,CHEMBL220
CHEMBL1087194,CCOC(=O)c1cc2c(N)c3c(nc2nc1C)CCCC3,IC50,=,780.0,nM,6.11,B,CHEMBL1108327,,CHEMBL1157899,CHEMBL220
CHEMBL1083973,CCOC(=O)c1cc2c(N)c3c(nc2nc1C)CCCCC3,IC50,=,2000.0,nM,5.70,B,CHEMBL1119101,,CHEMBL1155458,CHEMBL220
CHEMBL1084250,COC(=O)c1cc2c(N)c3c(nc2nc1C)CCCCC3,IC50,=,2000.0,nM,5.70,B,CHEMBL1119101,,CHEMBL1155458,CHEMBL220
CHEMBL1084519,CCOC(=O)c1cc2c(N)c3c(nc2nc1C)CCCCCC3,IC50,=,1800.0,nM,5.75,B,CHEMBL1119101,,CHEMBL1155458,CHEMBL220
CHEMBL1084518,CCOC(=O)c1cc2c(N)c3c(nc2nc1C)CCC3,IC50,=,2100.0,nM,5.68,B,CHEMBL1119101,,CHEMBL1155458,CHEMBL220
CHEMBL1084517,COC(=O)c1cc2c(N)c3c(nc2nc1C)CCCCCC3,IC50,=,1800.0,nM,5.75,B,CHEMBL1119101,,CHEMBL1155458,CHEMBL220
CHEMBL1083972,COC(=O)c1cc2c(N)c3c(nc2nc1C)CCC3,IC50,=,1900.0,nM,5.72,B,CHEMBL1119101,,CHEMBL1155458,CHEMBL220
CHEMBL1086184,COC(=O)c1cc2c(N)c3c(nc2nc1C)CCCC3,IC50,=,1000.0,nM,6.00,B,CHEMBL1119101,,CHEMBL1155458,CHEMBL220
CHEMBL1087194,CCOC(=O)c1cc2c(N)c3c(nc2nc1C)CCCC3,IC50,=,780.0,nM,6.11,B,CHEMBL1119101,,CHEMBL1155458,CHEMBL220
CHEMBL659,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,IC50,=,600.0,nM,6.22,B,CHEMBL1119101,,CHEMBL1155458,CHEMBL220
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,IC50,=,100.0,nM,7.00,B,CHEMBL1119101,,CHEMBL1155458,CHEMBL220
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,IC50,=,8.2,nM,8.09,B,CHEMBL1119101,,CHEMBL1155458,CHEMBL220
CHEMBL1084784,CN(C)C(=O)Oc1ccc(-c2cn3ccccc3[n+]2C)cc1.Cc1ccc(S(=O)(=O)[O-])cc1,IC50,=,17100.0,nM,4.77,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1085759,Cc1cccc2n1cc(-c1ccc(OC(=O)N(C)C)cc1)[n+]2C.[Cl-],IC50,=,1300.0,nM,5.89,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1085758,CN(C)C(=O)Oc1ccc(-c2cn3c(Cl)cccc3[n+]2C)cc1.[Cl-],IC50,=,12600.0,nM,4.90,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1084785,CN(C)C(=O)Oc1ccc(-c2cn3c(C(F)(F)F)cccc3[n+]2C)cc1.[Cl-],IC50,=,10000.0,nM,5.00,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1085026,COc1cccc2n1cc(-c1ccc(OC(=O)N(C)C)cc1)[n+]2C.[Cl-],IC50,=,8100.0,nM,5.09,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1085027,CN(C)C(=O)Oc1ccc(-c2cn3c(NC=O)cccc3[n+]2C)cc1.[Cl-],IC50,=,1200.0,nM,5.92,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1084167,CC(=O)Nc1cccc2n1cc(-c1ccc(OC(=O)N(C)C)cc1)[n+]2C.[Cl-],IC50,=,700.0,nM,6.16,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1082427,CC(=O)N(C)c1cccc2n1cc(-c1ccc(OC(=O)N(C)C)cc1)[n+]2C.[Cl-],IC50,=,24500.0,nM,4.61,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1085028,CN(C)C(=O)Oc1ccc(-c2cn3c(NC(=O)c4ccccc4)cccc3[n+]2C)cc1.[Cl-],IC50,=,200.0,nM,6.70,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1085029,CNC(=O)Nc1cccc2n1cc(-c1ccc(OC(=O)N(C)C)cc1)[n+]2C.[Cl-],IC50,=,1350.0,nM,5.87,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1085284,COC(=O)Nc1cccc2n1cc(-c1ccc(OC(=O)N(C)C)cc1)[n+]2C.[Cl-],IC50,=,1100.0,nM,5.96,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1085022,CN(C)C(=O)Nc1cccc2n1cc(-c1ccc(OC(=O)N(C)C)cc1)[n+]2C.[Cl-],IC50,=,1600.0,nM,5.80,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1084442,CNC(=O)Oc1ccc(-c2cn3ccccc3[n+]2C)cc1.[I-],IC50,=,19500.0,nM,4.71,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1082428,CNC(=O)Oc1ccc(-c2cn3c(C)cccc3[n+]2C)cc1.[I-],IC50,=,4000.0,nM,5.40,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1082746,CNC(=O)Oc1ccc(-c2cn3c(NC(C)=O)cccc3[n+]2C)cc1.[I-],IC50,=,1100.0,nM,5.96,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1082747,CN(C)C(=O)Oc1cccc(-c2cn3ccccc3[n+]2C)c1.[Cl-],IC50,=,7100.0,nM,5.15,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1082748,Cc1cccc2n1cc(-c1cccc(OC(=O)N(C)C)c1)[n+]2C.[Cl-],IC50,=,24000.0,nM,4.62,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1085279,CN(C)C(=O)Oc1cccc(-c2cn3c(Cl)cccc3[n+]2C)c1.[Cl-],IC50,=,12600.0,nM,4.90,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1082749,CN(C)C(=O)Oc1cccc(-c2cn3c(C(F)(F)F)cccc3[n+]2C)c1.[Cl-],IC50,=,33600.0,nM,4.47,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1082750,COc1cccc2n1cc(-c1cccc(OC(=O)N(C)C)c1)[n+]2C.[Cl-],IC50,=,20500.0,nM,4.69,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1083063,CC(=O)Nc1cccc2n1cc(-c1cccc(OC(=O)N(C)C)c1)[n+]2C.[Cl-],IC50,=,2500.0,nM,5.60,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1083064,CNC(=O)Oc1cccc(-c2cn3ccccc3[n+]2C)c1.[I-],IC50,=,350.0,nM,6.46,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1083373,CNC(=O)Oc1cccc(-c2cn3c(NC(C)=O)cccc3[n+]2C)c1.[I-],IC50,=,4500.0,nM,5.35,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1084709,Cc1cn2cc(C(N)=O)ccc2[n+]1C.[I-],IC50,=,27000.0,nM,4.57,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
