molecule_chembl_id,canonical_smiles,standard_type,standard_relation,standard_value,standard_units,pchembl_value,assay_type,assay_chembl_id,data_validity_comment,document_chembl_id,target_chembl_id
CHEMBL1085280,C[n+]1c(-c2ccccc2)cn2cc(C(N)=O)ccc21.[I-],IC50,=,9500.0,nM,5.02,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1085281,COC(=O)Nc1ccc2n(c1)cc(-c1ccccc1)[n+]2C.[Cl-],IC50,=,50000.0,nM,4.30,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL75110,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)CCN2,IC50,=,20.0,nM,7.70,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL311017,CN1CCc2cc(C(=O)CCC3CCN(Cc4ccccc4)CC3)ccc21,IC50,=,10.0,nM,8.00,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL308793,CCN1CCc2cc(C(=O)CCC3CCN(Cc4ccccc4)CC3)ccc21,IC50,=,11.0,nM,7.96,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL74560,CCCN1CCc2cc(C(=O)CCC3CCN(Cc4ccccc4)CC3)ccc21,IC50,=,22.0,nM,7.66,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL74922,CCCCN1CCc2cc(C(=O)CCC3CCN(Cc4ccccc4)CC3)ccc21,IC50,=,29.0,nM,7.54,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL73339,CCCCCN1CCc2cc(C(=O)CCC3CCN(Cc4ccccc4)CC3)ccc21,IC50,=,47.0,nM,7.33,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1085858,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)CCN2c1ccccc1,IC50,=,68.0,nM,7.17,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL306776,COc1ccccc1CN1CCC(CCC(=O)c2ccc3c(c2)CCN3)CC1,IC50,=,812.0,nM,6.09,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL73447,COc1cccc(CN2CCC(CCC(=O)c3ccc4c(c3)CCN4)CC2)c1,IC50,=,2680.0,nM,5.57,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL76108,COc1ccc(CN2CCC(CCC(=O)c3ccc4c(c3)CCN4)CC2)cc1,IC50,=,13300.0,nM,4.88,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL73974,O=C(CCC1CCN(Cc2ccccc2F)CC1)c1ccc2c(c1)CCN2,IC50,=,43.0,nM,7.37,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL308807,O=C(CCC1CCN(Cc2cccc(F)c2)CC1)c1ccc2c(c1)CCN2,IC50,=,16.0,nM,7.80,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL74832,O=C(CCC1CCN(Cc2ccc(F)cc2)CC1)c1ccc2c(c1)CCN2,IC50,=,89.0,nM,7.05,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL306175,O=C(CCC1CCN(Cc2ccccc2Cl)CC1)c1ccc2c(c1)CCN2,IC50,=,76.0,nM,7.12,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL74809,O=C(CCC1CCN(Cc2cccc(Cl)c2)CC1)c1ccc2c(c1)CCN2,IC50,=,59.0,nM,7.23,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL75649,O=C(CCC1CCN(Cc2ccc(Cl)cc2)CC1)c1ccc2c(c1)CCN2,IC50,=,6360.0,nM,5.20,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL306179,Cc1cccc(CN2CCC(CCC(=O)c3ccc4c(c3)CCN4)CC2)c1,IC50,=,50.0,nM,7.30,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL310918,O=C(CCC1CCN(Cc2cccc([N+](=O)[O-])c2)CC1)c1ccc2c(c1)CCN2,IC50,=,64.0,nM,7.19,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL74359,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)NCC2,IC50,=,113.0,nM,6.95,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL307693,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)N(Cc1ccccc1)CC2,IC50,=,853.0,nM,6.07,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1083661,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)CCCN2,IC50,=,54.0,nM,7.27,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1083660,CN1CCCc2cc(C(=O)CCC3CCN(Cc4ccccc4)CC3)ccc21,IC50,=,24.0,nM,7.62,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL73593,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)NCCC2,IC50,=,164.0,nM,6.79,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1083662,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)CCCN2c1ccccc1,IC50,=,54.0,nM,7.27,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL76470,CN1CCCc2ccc(C(=O)CCC3CCN(Cc4ccccc4)CC3)cc21,IC50,=,36.0,nM,7.44,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1084254,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)N(c1ccccc1)CCC2,IC50,=,1490.0,nM,5.83,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL75157,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)CCCCN2,IC50,=,125.0,nM,6.90,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL75013,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)NCCCC2,IC50,=,100.0,nM,7.00,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL74747,CN1CCCCc2ccc(C(=O)CCC3CCN(Cc4ccccc4)CC3)cc21,IC50,=,81.0,nM,7.09,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL310467,CCN1CCCCc2ccc(C(=O)CCC3CCN(Cc4ccccc4)CC3)cc21,IC50,=,376.0,nM,6.42,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL307513,CCCN1CCCCc2ccc(C(=O)CCC3CCN(Cc4ccccc4)CC3)cc21,IC50,=,1330.0,nM,5.88,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL74962,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)N(Cc1ccccc1)CCCC2,IC50,=,3140.0,nM,5.50,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL309173,COc1ccccc1CN1CCC(CCC(=O)c2ccc3c(c2)NCCCC3)CC1,IC50,=,2652.0,nM,5.58,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL72967,COc1cccc(CN2CCC(CCC(=O)c3ccc4c(c3)NCCCC4)CC2)c1,IC50,=,847.0,nM,6.07,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL74533,COc1ccc(CN2CCC(CCC(=O)c3ccc4c(c3)NCCCC4)CC2)cc1,IC50,=,55200.0,nM,4.26,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL75127,O=C(CCC1CCN(Cc2ccccc2F)CC1)c1ccc2c(c1)NCCCC2,IC50,=,331.0,nM,6.48,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL308093,O=C(CCC1CCN(Cc2cccc(F)c2)CC1)c1ccc2c(c1)NCCCC2,IC50,=,145.0,nM,6.84,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL76384,O=C(CCC1CCN(Cc2ccc(F)cc2)CC1)c1ccc2c(c1)NCCCC2,IC50,=,393.0,nM,6.41,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL420378,O=C(CCC1CCN(Cc2cccc(Cl)c2)CC1)c1ccc2c(c1)NCCCC2,IC50,=,333.0,nM,6.48,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL74340,Cc1cccc(CN2CCC(CCC(=O)c3ccc4c(c3)NCCCC4)CC2)c1,IC50,=,224.0,nM,6.65,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL307832,O=C(CCC1CCN(Cc2cccc([N+](=O)[O-])c2)CC1)c1ccc2c(c1)NCCCC2,IC50,=,390.0,nM,6.41,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL74698,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)NCCCCC2,IC50,=,127.0,nM,6.90,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL92460,c1ccc(CN2CCC(CCc3noc4ccccc34)CC2)cc1,IC50,=,55.0,nM,7.26,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL433379,Cc1ccc2onc(CCC3CCN(Cc4ccccc4)CC3)c2c1,IC50,=,7.8,nM,8.11,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL91291,Cc1cc2onc(CCC3CCN(Cc4ccccc4)CC3)c2cc1C,IC50,=,5.8,nM,8.24,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL94186,COc1ccc2onc(CCC3CCN(Cc4ccccc4)CC3)c2c1,IC50,=,7.2,nM,8.14,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL418955,COc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,IC50,=,8.8,nM,8.06,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL93619,COc1cccc2c(CCC3CCN(Cc4ccccc4)CC3)noc12,IC50,=,7.1,nM,8.15,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL92736,CC(=O)Nc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,IC50,=,2.8,nM,8.55,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL93123,O=C(Nc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1)c1ccccc1,IC50,=,9.4,nM,8.03,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL92955,O=S(=O)(Nc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1)c1ccccc1,IC50,=,14.0,nM,7.85,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL93936,c1ccc(CN2CCC(CCc3noc4cc(N5CCOCC5)ccc34)CC2)cc1,IC50,=,0.8,nM,9.10,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL420625,Nc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,IC50,=,20.0,nM,7.70,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL92463,Oc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,IC50,=,26.0,nM,7.58,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL330004,Brc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,IC50,=,50.0,nM,7.30,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL92775,N#Cc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,IC50,=,101.0,nM,7.00,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL92663,NC(=O)c1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,IC50,=,8.8,nM,8.06,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL93241,c1ccc(CN2CCC(CCCc3noc4ccccc34)CC2)cc1,IC50,=,900.0,nM,6.05,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL126939,C(=C/C1CCN(Cc2ccccc2)CC1)\c1noc2ccccc12,IC50,=,210.0,nM,6.68,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL92629,c1ccc(CN2CCC(CNc3noc4ccccc34)CC2)cc1,IC50,=,320.0,nM,6.50,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL328715,c1ccc(CN2CCC(CCNc3noc4ccccc34)CC2)cc1,IC50,=,810.0,nM,6.09,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1084703,c1ccc(CN2CCC(CNc3nsc4ccccc34)CC2)cc1,IC50,=,99.0,nM,7.00,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL92142,c1ccc(CN2CCC(CCc3nccc4ccccc34)CC2)cc1,IC50,=,220.0,nM,6.66,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL329531,c1ccc(CN2CCC(CCc3ncnc4ccccc34)CC2)cc1,IC50,=,340.0,nM,6.47,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1085285,c1ccc(CN2CCC(CNc3n[nH]c4ccccc34)CC2)cc1,IC50,=,120.0,nM,6.92,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1083065,COc1ccc2c(c1OC)C(=O)CC2CCC1CCN(Cc2ccccc2)CC1,IC50,=,8.0,nM,8.10,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1083066,CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1C2,IC50,=,114.0,nM,6.94,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1083067,CCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1C2,IC50,=,10.0,nM,8.00,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1083375,CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(CC)[C@@H]1C2,IC50,=,58.0,nM,7.24,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL413765,CCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(CC)[C@@H]1C2,IC50,=,45.0,nM,7.35,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1085125,CCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(CC)[C@@H]1C2,IC50,=,90.0,nM,7.05,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1085126,CCN1CC[C@@]2(C)c3cc(OC(=O)NC(C)(C)C)ccc3C[C@@H]12,IC50,=,12487.0,nM,4.90,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1085127,CCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(CC)[C@@H]1C2,IC50,=,154.0,nM,6.81,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1084635,CCN1CC[C@@]2(C)c3cc(OC(=O)NC)ccc3C[C@@H]12,IC50,=,38.0,nM,7.42,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1084880,CCN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3C[C@@H]12,IC50,=,176.0,nM,6.75,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1085128,CCN1CC[C@@]2(C)c3cc(OC(=O)NC(C)c4ccccc4)ccc3C[C@@H]12,IC50,=,1330.0,nM,5.88,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1085382,CCN1CC[C@@]2(C)c3cc(OC(=O)NCc4ccccc4)ccc3C[C@@H]12,IC50,=,69.0,nM,7.16,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1085383,CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(CCC)[C@@H]1C2,IC50,=,93.0,nM,7.03,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1084881,CCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(CCC)[C@@H]1C2,IC50,=,62.0,nM,7.21,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1084882,CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(Cc3ccccc3)[C@@H]1C2,IC50,=,506.0,nM,6.30,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1086090,CCCCCCCNC(=O)Oc1ccc2c(c1)[C@@H]1CCN(CC)[C@@H]1C2,IC50,=,381.0,nM,6.42,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1085384,CCCCCCNC(=O)Oc1ccc2c(c1)[C@@H]1CCN(CC)[C@@H]1C2,IC50,=,208.0,nM,6.68,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1085385,CCCCNC(=O)Oc1ccc2c(c1)C1CCN(CC)C1C2,IC50,=,1076.0,nM,5.97,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1085386,CCCNC(=O)Oc1ccc2c(c1)C1CCN(CC)C1C2,IC50,=,2192.0,nM,5.66,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1085629,CCN1CCC2c3cc(OC(=O)NC)ccc3CC21,IC50,=,253.0,nM,6.60,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1085630,CCCCCCCNC(=O)Oc1ccc2c(c1)C1CCN(CCC)C1C2,IC50,=,629.0,nM,6.20,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1085011,CCCCCCNC(=O)Oc1ccc2c(c1)C1CCN(CCC)C1C2,IC50,=,546.0,nM,6.26,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL55014,O=C(NCCC1CCN(Cc2ccccc2)CC1)c1ccccc1,IC50,=,560.0,nM,6.25,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL56470,CN(CCC1CCN(Cc2ccccc2)CC1)C(=O)c1ccccc1,IC50,=,170.0,nM,6.77,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL55312,O=C(c1ccccc1)N(CCC1CCN(Cc2ccccc2)CC1)c1ccccc1,IC50,=,35.0,nM,7.46,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL141873,COc1ccc(C(=O)N(CCC2CCN(Cc3ccccc3)CC2)c2ccccc2)cc1,IC50,=,590.0,nM,6.23,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL140737,O=C(c1ccc(F)cc1)N(CCC1CCN(Cc2ccccc2)CC1)c1ccccc1,IC50,=,18.0,nM,7.75,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL126354,O=C(c1ccc([N+](=O)[O-])cc1)N(CCC1CCN(Cc2ccccc2)CC1)c1ccccc1,IC50,=,5.4,nM,8.27,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL340621,O=C(c1ccncc1)N(CCC1CCN(Cc2ccccc2)CC1)c1ccccc1,IC50,=,64.0,nM,7.19,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL140769,O=C(C1CCCCC1)N(CCC1CCN(Cc2ccccc2)CC1)c1ccccc1,IC50,=,9400.0,nM,5.03,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL340672,CC(=O)N(CCC1CCN(Cc2ccccc2)CC1)c1ccccc1,IC50,=,52.0,nM,7.28,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL141853,CCC(=O)N(CCC1CCN(Cc2ccccc2)CC1)c1ccccc1,IC50,=,830.0,nM,6.08,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL127527,COc1cccc(N(CCC2CCN(Cc3ccccc3)CC2)C(C)=O)c1,IC50,=,46.0,nM,7.34,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL141801,COc1ccc(N(CCC2CCN(Cc3ccccc3)CC2)C(C)=O)cc1,IC50,=,700.0,nM,6.16,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL141167,CC(=O)N(CCC1CCN(Cc2ccccc2)CC1)c1cccc(F)c1,IC50,=,65.0,nM,7.19,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL340609,CC(=O)N(CCC1CCN(Cc2ccccc2)CC1)c1ccc(F)cc1,IC50,=,205.0,nM,6.69,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL140936,CCN(CCC1CCN(Cc2ccccc2)CC1)c1ccccc1,IC50,=,12000.0,nM,4.92,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL141352,CC(=O)N(CCC1CCN(Cc2ccccc2)CC1)c1ccncc1,IC50,=,108.0,nM,6.97,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL125578,CC(=O)N(C)CCC1CCN(Cc2ccccc2)CC1,IC50,=,660.0,nM,6.18,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL333909,O=C1c2ccccc2CN1CCC1CCN(Cc2ccccc2)CC1,IC50,=,98.0,nM,7.01,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL106891,O=C1c2ccccc2C(=O)N1CCC1CCN(Cc2ccccc2)CC1,IC50,=,80.0,nM,7.10,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL419184,O=C1c2ccc([N+](=O)[O-])cc2C(=O)N1C1CCN(Cc2ccccc2)CC1,IC50,=,27000.0,nM,4.57,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL326868,O=C1c2ccc([N+](=O)[O-])cc2C(=O)N1CC1CCN(Cc2ccccc2)CC1,IC50,=,3000.0,nM,5.52,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL105874,O=C1c2ccc([N+](=O)[O-])cc2C(=O)N1CCC1CCN(Cc2ccccc2)CC1,IC50,=,12.5,nM,7.90,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL336686,COc1ccc(CN2CCC(CCN3C(=O)c4ccc([N+](=O)[O-])cc4C3=O)CC2)cc1,IC50,=,440.0,nM,6.36,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL123909,O=C1c2ccc([N+](=O)[O-])cc2C(=O)N1CCC1CCN(Cc2ccc(Cl)cc2)CC1,IC50,=,240.0,nM,6.62,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL140948,CN1CCC(CCN2C(=O)c3ccc([N+](=O)[O-])cc3C2=O)CC1,IC50,=,6800.0,nM,5.17,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL139353,Nc1ccc2c(c1)C(=O)N(CCC1CCN(Cc3ccccc3)CC1)C2=O,IC50,=,8.8,nM,8.06,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL433678,CC(=O)Nc1ccc2c(c1)C(=O)N(CCC1CCN(Cc3ccccc3)CC1)C2=O,IC50,=,2.8,nM,8.55,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL138107,O=C(Nc1ccc2c(c1)C(=O)N(CCC1CCN(Cc3ccccc3)CC1)C2=O)c1ccccc1,IC50,=,1.2,nM,8.92,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL140770,COc1ccc2c(c1)C(=O)N(CCC1CCN(Cc3ccccc3)CC1)C2=O,IC50,=,8.0,nM,8.10,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL1084256,O=C(Nc1ccccc1)c1ccc2c(c1)C(=O)N(CCC1CCN(Cc3ccccc3)CC1)C2=O,IC50,=,2.2,nM,8.66,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL140999,O=C(c1ccccc1)c1ccc2c(c1)C(=O)N(CCC1CCN(Cc3ccccc3)CC1)C2=O,IC50,=,2.4,nM,8.62,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL141001,O=C1c2cccc([N+](=O)[O-])c2C(=O)N1CCC1CCN(Cc2ccccc2)CC1,IC50,=,9.0,nM,8.05,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL138442,Nc1cccc2c1C(=O)N(CCC1CCN(Cc3ccccc3)CC1)C2=O,IC50,=,11.0,nM,7.96,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL141622,O=C(Nc1cccc2c1C(=O)N(CCC1CCN(Cc3ccccc3)CC1)C2=O)c1ccccc1,IC50,=,340.0,nM,6.47,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL140106,O=C1c2cccnc2C(=O)N1CCC1CCN(Cc2ccccc2)CC1,IC50,=,13.0,nM,7.89,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL141203,O=c1c2ccccc2ccn1CCC1CCN(Cc2ccccc2)CC1,IC50,=,1100.0,nM,5.96,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL142014,O=C1c2ccccc2CCN1CCC1CCN(Cc2ccccc2)CC1,IC50,=,1000.0,nM,6.00,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL140990,O=C1Cc2ccccc2CN1CCC1CCN(Cc2ccccc2)CC1,IC50,=,17.0,nM,7.77,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL142013,c1ccc(CN2CCC(CCN3CCc4ccccc4C3)CC2)cc1,IC50,=,1600.0,nM,5.80,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL141042,O=C1Cc2ccccc2C(=O)N1CCC1CCN(Cc2ccccc2)CC1,IC50,=,23.0,nM,7.64,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL140328,O=c1c2ccccc2ncn1CCC1CCN(Cc2ccccc2)CC1,IC50,=,1200.0,nM,5.92,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL141810,O=C1c2ccccc2NCN1CCC1CCN(Cc2ccccc2)CC1,IC50,=,800.0,nM,6.10,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL342413,O=c1[nH]c2ccccc2c(=O)n1CCC1CCN(Cc2ccccc2)CC1,IC50,=,4.2,nM,8.38,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL141276,O=C1Nc2ccccc2CN1CCC1CCN(Cc2ccccc2)CC1,IC50,=,13.0,nM,7.89,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL138552,O=c1[nH]c2cc(Cl)ccc2c(=O)n1CCC1CCN(Cc2ccccc2)CC1,IC50,=,4.5,nM,8.35,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL141515,O=C1CCCCN1CCC1CCN(Cc2ccccc2)CC1,IC50,=,270.0,nM,6.57,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
CHEMBL359570,O=C1Cc2cc3c(CCC4CCN(Cc5ccccc5)CC4)noc3cc2N1,IC50,=,0.33,nM,9.48,B,CHEMBL1119333,,CHEMBL1155460,CHEMBL220
