molecule_chembl_id,canonical_smiles,standard_type,standard_relation,standard_value,standard_units,pchembl_value,activity_comment,assay_type,document_chembl_id,target_chembl_id
CHEMBL4788638,COc1cccc2cc[n+](-c3c(F)cccc3F)cc12.[Br-],Inhibition,=,76.6,%,,,B,CHEMBL4765338,CHEMBL220
CHEMBL4786171,COc1cccc2cc[n+](-c3ccc(Cl)cc3Cl)cc12.[Br-],Inhibition,=,74.8,%,,,B,CHEMBL4765338,CHEMBL220
CHEMBL4797691,COc1cccc2cc[n+](-c3cc(Cl)cc(Cl)c3)cc12.[Br-],Inhibition,=,33.0,%,,,B,CHEMBL4765338,CHEMBL220
CHEMBL4789238,COc1cccc2cc[n+](-c3ccc(Br)cc3Br)cc12.[Br-],Inhibition,=,90.3,%,,,B,CHEMBL4765338,CHEMBL220
CHEMBL4776809,COc1cccc2cc[n+](-c3ccc(Br)cc3F)cc12.[Br-],Inhibition,=,94.2,%,,,B,CHEMBL4765338,CHEMBL220
CHEMBL4791061,COc1cccc2cc[n+](-c3ccc(I)cc3F)cc12.[Br-],Inhibition,=,87.3,%,,,B,CHEMBL4765338,CHEMBL220
CHEMBL4796496,Brc1ccc(-[n+]2ccc3ccccc3c2)cc1.[Br-],Inhibition,=,72.3,%,,,B,CHEMBL4765338,CHEMBL220
CHEMBL13045,COc1ccc2c(c[n+](C)c3c4cc5c(cc4ccc23)OCO5)c1OC,Inhibition,=,76.9,%,,,B,CHEMBL4765338,CHEMBL220
CHEMBL659,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,Inhibition,=,81.4,%,,,B,CHEMBL4765338,CHEMBL220
CHEMBL417799,C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,Inhibition,=,91.2,%,,,B,CHEMBL4765338,CHEMBL220
CHEMBL4861956,COc1ccc2[nH]c(C(=O)Nc3ccc4nc5n(c(=O)c4c3)CCC5)cc2c1,Inhibition,=,80.05,%,,,B,CHEMBL4808191,CHEMBL220
CHEMBL4854341,O=C(Nc1ccc2nc3n(c(=O)c2c1)CCC3)c1cc2cc(F)ccc2[nH]1,Inhibition,=,61.8,%,,,B,CHEMBL4808191,CHEMBL220
CHEMBL4871461,O=C(Nc1ccc2nc3n(c(=O)c2c1)CCC3)c1cc2cc(Cl)ccc2[nH]1,Inhibition,=,52.1,%,,,B,CHEMBL4808191,CHEMBL220
CHEMBL4861956,COc1ccc2[nH]c(C(=O)Nc3ccc4nc5n(c(=O)c4c3)CCC5)cc2c1,Inhibition,,,%,,,B,CHEMBL4808191,CHEMBL220
CHEMBL4861956,COc1ccc2[nH]c(C(=O)Nc3ccc4nc5n(c(=O)c4c3)CCC5)cc2c1,Inhibition,,,%,,,B,CHEMBL4808191,CHEMBL220
CHEMBL4297522,CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2cnc3[nH]c(CN4CCOCC4)cc3c21,Inhibition,,,%,,,A,CHEMBL4808209,CHEMBL220
CHEMBL4860607,COc1cc(/C=C/C(=O)N2CCN(Cc3ccccc3C)CC2)ccc1O,Inhibition,=,43.1,%,,,B,CHEMBL4808254,CHEMBL220
CHEMBL4871018,COc1cc(/C=C/C(=O)N2CCN(Cc3cccc(C)c3)CC2)ccc1O,Inhibition,=,45.5,%,,,B,CHEMBL4808254,CHEMBL220
CHEMBL4876437,COc1cc(/C=C/C(=O)N2CCN(Cc3ccc(C)cc3)CC2)ccc1O,Inhibition,=,43.16,%,,,B,CHEMBL4808254,CHEMBL220
CHEMBL4861679,COc1cc(/C=C/C(=O)N2CCN(Cc3ccccc3Cl)CC2)ccc1O,Inhibition,=,46.99,%,,,B,CHEMBL4808254,CHEMBL220
CHEMBL4864548,COc1cc(/C=C/C(=O)N2CCN(Cc3ccc(Cl)cc3)CC2)ccc1O,Inhibition,=,37.26,%,,,B,CHEMBL4808254,CHEMBL220
CHEMBL4856377,COc1cc(/C=C/C(=O)N2CCN(Cc3ccccc3F)CC2)ccc1O,Inhibition,=,34.24,%,,,B,CHEMBL4808254,CHEMBL220
CHEMBL4863005,COc1cc(/C=C/C(=O)N2CCN(Cc3ccccc3C#N)CC2)ccc1O,Inhibition,=,45.39,%,,,B,CHEMBL4808254,CHEMBL220
CHEMBL4865179,COc1cc(/C=C/C(=O)N2CCN(Cc3cccc(C#N)c3)CC2)ccc1O,Inhibition,=,42.41,%,,,B,CHEMBL4808254,CHEMBL220
CHEMBL4850916,COc1cc(/C=C/C(=O)N2CCN(Cc3ccc(C#N)cc3)CC2)ccc1O,Inhibition,=,39.4,%,,,B,CHEMBL4808254,CHEMBL220
CHEMBL4863669,COc1cc(/C=C/C(=O)N2CCN(Cc3cccc([N+](=O)[O-])c3)CC2)ccc1O,Inhibition,=,38.76,%,,,B,CHEMBL4808254,CHEMBL220
CHEMBL32749,COc1cc(/C=C/C(=O)O)ccc1O,Inhibition,=,15.12,%,,,B,CHEMBL4808254,CHEMBL220
CHEMBL4873165,COc1cc(/C=C/C(=O)N2CCN(Cc3cccc(F)c3)CC2)ccc1O,Inhibition,,,%,,,B,CHEMBL4808254,CHEMBL220
CHEMBL4869703,COc1ccc2[nH]cc(CCNC(=O)CNC(=O)/C=C/c3ccc(O)c(OC)c3)c2c1,Inhibition,,,%,,,B,CHEMBL4808254,CHEMBL220
CHEMBL4873165,COc1cc(/C=C/C(=O)N2CCN(Cc3cccc(F)c3)CC2)ccc1O,Inhibition,=,3.34,%,,,B,CHEMBL4808254,CHEMBL220
CHEMBL4869703,COc1ccc2[nH]cc(CCNC(=O)CNC(=O)/C=C/c3ccc(O)c(OC)c3)c2c1,Inhibition,=,10.36,%,,,B,CHEMBL4808254,CHEMBL220
CHEMBL4866457,COc1cc(/C=C/C(=O)NCC(=O)NCCc2c[nH]c3ccc(Cl)cc23)ccc1O,Inhibition,=,8.39,%,,,B,CHEMBL4808254,CHEMBL220
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,Inhibition,=,8.87,%,,,B,CHEMBL4808254,CHEMBL220
CHEMBL4873165,COc1cc(/C=C/C(=O)N2CCN(Cc3cccc(F)c3)CC2)ccc1O,Inhibition,=,8.32,%,,,B,CHEMBL4808254,CHEMBL220
CHEMBL4869703,COc1ccc2[nH]cc(CCNC(=O)CNC(=O)/C=C/c3ccc(O)c(OC)c3)c2c1,Inhibition,=,13.96,%,,,B,CHEMBL4808254,CHEMBL220
CHEMBL4866457,COc1cc(/C=C/C(=O)NCC(=O)NCCc2c[nH]c3ccc(Cl)cc23)ccc1O,Inhibition,=,13.64,%,,,B,CHEMBL4808254,CHEMBL220
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,Inhibition,=,11.65,%,,,B,CHEMBL4808254,CHEMBL220
CHEMBL4873165,COc1cc(/C=C/C(=O)N2CCN(Cc3cccc(F)c3)CC2)ccc1O,Inhibition,=,14.83,%,,,B,CHEMBL4808254,CHEMBL220
CHEMBL4869703,COc1ccc2[nH]cc(CCNC(=O)CNC(=O)/C=C/c3ccc(O)c(OC)c3)c2c1,Inhibition,=,21.85,%,,,B,CHEMBL4808254,CHEMBL220
CHEMBL4866457,COc1cc(/C=C/C(=O)NCC(=O)NCCc2c[nH]c3ccc(Cl)cc23)ccc1O,Inhibition,=,19.79,%,,,B,CHEMBL4808254,CHEMBL220
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,Inhibition,=,19.1,%,,,B,CHEMBL4808254,CHEMBL220
CHEMBL4873165,COc1cc(/C=C/C(=O)N2CCN(Cc3cccc(F)c3)CC2)ccc1O,Inhibition,=,20.32,%,,,B,CHEMBL4808254,CHEMBL220
CHEMBL4869703,COc1ccc2[nH]cc(CCNC(=O)CNC(=O)/C=C/c3ccc(O)c(OC)c3)c2c1,Inhibition,=,33.14,%,,,B,CHEMBL4808254,CHEMBL220
CHEMBL4866457,COc1cc(/C=C/C(=O)NCC(=O)NCCc2c[nH]c3ccc(Cl)cc23)ccc1O,Inhibition,=,30.17,%,,,B,CHEMBL4808254,CHEMBL220
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,Inhibition,=,27.96,%,,,B,CHEMBL4808254,CHEMBL220
CHEMBL4865817,CCN(CCCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1N(C)C,Inhibition,=,70.7,%,,,B,CHEMBL4813970,CHEMBL220
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,Inhibition,=,20.1,%,,,B,CHEMBL4813970,CHEMBL220
CHEMBL4878546,Cl.Nc1c2c(nc3cccc(Cl)c13)CCC2,Inhibition,=,6.0,%,,,B,CHEMBL4814070,CHEMBL220
CHEMBL4849511,CCOC(=O)/C(=N\Nc1ccc(C)cc1)C(=O)C(F)F,Inhibition,=,18.2,%,,,B,CHEMBL4819068,CHEMBL220
CHEMBL4870030,COC(=O)/C(=N\Nc1ccc(C)cc1)C(=O)C(F)F,Inhibition,=,5.8,%,,,B,CHEMBL4819068,CHEMBL220
CHEMBL4853013,CCOC(=O)/C(=N\Nc1ccc(C)cc1)C(=O)C(F)(F)C(F)(F)F,Inhibition,=,11.5,%,,,B,CHEMBL4819068,CHEMBL220
CHEMBL4879228,CCOC(=O)/C(=N\Nc1ccc(C)cc1)C(=O)C(F)(F)C(F)(F)C(F)(F)F,Inhibition,=,23.6,%,,,B,CHEMBL4819068,CHEMBL220
CHEMBL4849604,COC(=O)/C(=N\Nc1ccc(OC)cc1)C(=O)C(F)(F)C(F)(F)C(F)(F)F,Inhibition,=,7.1,%,,,B,CHEMBL4819068,CHEMBL220
CHEMBL4848799,CCOC(=O)/C(=N\Nc1ccc(C)cc1)C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Inhibition,=,17.2,%,,,B,CHEMBL4819068,CHEMBL220
CHEMBL4863534,CCOC(=O)/C(=N\Nc1ccc(C)cc1)C(C)=O,Inhibition,=,6.8,%,,,B,CHEMBL4819068,CHEMBL220
CHEMBL4872814,CC(=O)/C(=N\Nc1ccc(C)cc1)C(=O)C(F)(F)F,Inhibition,=,11.0,%,,,B,CHEMBL4819068,CHEMBL220
CHEMBL4878259,Cc1ccc(N/N=C(\C(=O)c2ccccc2)C(=O)C(F)(F)F)cc1,Inhibition,=,9.1,%,,,B,CHEMBL4819068,CHEMBL220
CHEMBL1231178,O=[N+]([O-])c1ccc(OP(=O)(O)Oc2ccc([N+](=O)[O-])cc2)cc1,Inhibition,,,%,,,B,CHEMBL4819068,CHEMBL220
CHEMBL4862510,NC(=O)c1ccc2c(c1)N(Cc1ccc(C(=O)NO)cc1)c1ccccc1S2,Inhibition,,,%,,,B,CHEMBL4819073,CHEMBL220
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,Inhibition,,,%,,,B,CHEMBL4819150,CHEMBL220
CHEMBL4877069,COC(=O)/C=C/c1cccc2[nH]cc(CN(C)C)c12,Inhibition,,,%,,,B,CHEMBL4819150,CHEMBL220
CHEMBL4874199,CN(C)Cc1c[nH]c2cccc(/C=C/C(N)=O)c12,Inhibition,,,%,,,B,CHEMBL4819150,CHEMBL220
CHEMBL4848281,O=C1C[C@H]2c3cccc4[nH]cc(c34)C[C@@H]2N1,Inhibition,,,%,,,B,CHEMBL4819150,CHEMBL220
CHEMBL1984135,CN1CCc2[nH]c3ccccc3c2C1,Inhibition,<,50.0,%,,,B,CHEMBL4823302,CHEMBL220
CHEMBL828,c1ccc2c(c1)Nc1ccccc1S2,Inhibition,<,30.0,%,,,B,CHEMBL4823302,CHEMBL220
CHEMBL4863598,c1ccc2oc(C3CCNCC3)cc2c1,Inhibition,=,15.22,%,,,B,CHEMBL4825688,CHEMBL220
CHEMBL4855388,c1ccc(CN2CCC(c3cc4ccccc4o3)CC2)cc1,Inhibition,=,40.41,%,,,B,CHEMBL4825688,CHEMBL220
CHEMBL4873119,Oc1ccc(CN2CCC(c3cc4ccccc4o3)CC2)cc1,Inhibition,=,34.82,%,,,B,CHEMBL4825688,CHEMBL220
CHEMBL4863754,COc1ccc(CN2CCC(c3cc4ccccc4o3)CC2)cc1OC,Inhibition,=,11.35,%,,,B,CHEMBL4825688,CHEMBL220
CHEMBL4871752,COc1ccc(CN2CCC(c3cc4ccccc4o3)CC2)cc1,Inhibition,=,49.73,%,,,B,CHEMBL4825688,CHEMBL220
CHEMBL4875660,COc1ccc(OC)c(CN2CCC(c3cc4ccccc4o3)CC2)c1,Inhibition,=,49.79,%,,,B,CHEMBL4825688,CHEMBL220
CHEMBL4855139,CCc1ccc(CN2CCC(c3cc4ccccc4o3)CC2)cc1,Inhibition,=,22.79,%,,,B,CHEMBL4825688,CHEMBL220
CHEMBL4878578,Clc1ccc(CN2CCC(c3cc4ccccc4o3)CC2)cc1,Inhibition,=,17.04,%,,,B,CHEMBL4825688,CHEMBL220
CHEMBL4875517,Fc1ccc(CN2CCC(c3cc4ccccc4o3)CC2)cc1,Inhibition,=,53.91,%,,,B,CHEMBL4825688,CHEMBL220
CHEMBL4865381,O=C(c1ccccc1)c1c(C2CCN(Cc3ccccc3)CC2)oc2ccccc12,Inhibition,=,52.12,%,,,B,CHEMBL4825688,CHEMBL220
CHEMBL4849087,COc1ccc(C(=O)c2c(C3CCN(Cc4ccccc4)CC3)oc3ccccc23)cc1,Inhibition,=,56.49,%,,,B,CHEMBL4825688,CHEMBL220
CHEMBL4848309,COc1ccc(CN2CCC(c3oc4ccccc4c3C(=O)c3ccccc3)CC2)cc1OC,Inhibition,=,37.03,%,,,B,CHEMBL4825688,CHEMBL220
CHEMBL4874487,COc1ccc(CN2CCC(c3oc4ccccc4c3C(=O)c3ccc(OC)c(OC)c3)CC2)cc1OC,Inhibition,=,13.24,%,,,B,CHEMBL4825688,CHEMBL220
CHEMBL4858801,COc1ccc(OC)c(CN2CCC(c3oc4ccccc4c3C(=O)c3ccccc3)CC2)c1,Inhibition,=,28.55,%,,,B,CHEMBL4825688,CHEMBL220
CHEMBL4848809,COc1ccc(OC)c(CN2CCC(c3oc4ccccc4c3C(=O)c3ccc(OC)c(OC)c3)CC2)c1,Inhibition,=,21.03,%,,,B,CHEMBL4825688,CHEMBL220
CHEMBL4857748,COc1ccc(C(=O)c2c(C3CCN(Cc4cc(OC)ccc4OC)CC3)oc3ccccc23)cc1,Inhibition,=,19.36,%,,,B,CHEMBL4825688,CHEMBL220
CHEMBL4853093,COc1ccc(CN2CCC(c3oc4ccccc4c3C(=O)c3ccccc3)CC2)cc1,Inhibition,=,17.02,%,,,B,CHEMBL4825688,CHEMBL220
CHEMBL4845972,COc1ccc(CN2CCC(c3oc4ccccc4c3C(=O)c3ccc(OC)cc3)CC2)cc1,Inhibition,=,29.41,%,,,B,CHEMBL4825688,CHEMBL220
CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,Inhibition,,,%,,Not Determined,B,CHEMBL4825688,CHEMBL220
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,Inhibition,=,18.9,%,,,B,CHEMBL4825688,CHEMBL220
CHEMBL636,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,Inhibition,,,%,,Not Determined,B,CHEMBL4825688,CHEMBL220
CHEMBL4867218,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1OC(=O)N(C)CC,Inhibition,=,13.2,%,,,B,CHEMBL4831510,CHEMBL220
CHEMBL4870785,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1OC(=O)N(C)Cc1ccc(Cl)cc1,Inhibition,=,26.3,%,,,B,CHEMBL4831510,CHEMBL220
CHEMBL636,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,Inhibition,=,12.2,%,,,B,CHEMBL4831510,CHEMBL220
CHEMBL4846102,O=c1c2cc(NCc3ccccc3O)ccc2nc2n1CCC2,Inhibition,=,49.0,%,,,B,CHEMBL4834473,CHEMBL220
CHEMBL4874834,COc1cccc(CNc2ccc3nc4n(c(=O)c3c2)CCC4)c1O,Inhibition,=,55.1,%,,,B,CHEMBL4834473,CHEMBL220
CHEMBL4852660,COc1ccc(CNc2ccc3nc4n(c(=O)c3c2)CCC4)c(O)c1,Inhibition,=,68.7,%,,,B,CHEMBL4834473,CHEMBL220
CHEMBL4849288,Cc1cc2nc3n(c(=O)c2cc1NCc1ccccc1O)CCC3,Inhibition,=,40.2,%,,,B,CHEMBL4834473,CHEMBL220
CHEMBL4870217,COc1cccc(CNc2cc3c(=O)n4c(nc3cc2C)CCC4)c1O,Inhibition,=,55.0,%,,,B,CHEMBL4834473,CHEMBL220
CHEMBL4860689,COc1ccc(CNc2cc3c(=O)n4c(nc3cc2C)CCC4)c(O)c1,Inhibition,=,72.6,%,,,B,CHEMBL4834473,CHEMBL220
CHEMBL497,Oc1c(I)cc(Cl)c2cccnc12,Inhibition,=,11.5,%,,,B,CHEMBL4834473,CHEMBL220
CHEMBL456881,O=c1c2ccccc2nc2n1CCC2,Inhibition,=,3.83,%,,,B,CHEMBL4834473,CHEMBL220
CHEMBL4855760,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(CCCCc1cn(CCCC(=O)NCCc3c[nH]c4ccccc34)nn1)C2,Inhibition,,,%,,,B,CHEMBL4837234,CHEMBL220
CHEMBL4855760,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(CCCCc1cn(CCCC(=O)NCCc3c[nH]c4ccccc34)nn1)C2,Inhibition,,,%,,,B,CHEMBL4837234,CHEMBL220
CHEMBL4873386,Fc1ccc(Cl)c(-c2ccc(N[C@H]3C[C@@H]4CN(CC5CCOCC5)C[C@@H]4C3)nn2)c1,Inhibition,=,3.3,%,,,B,CHEMBL4837245,CHEMBL220
CHEMBL4876599,c1ccc(-c2ccc(N[C@H]3C[C@@H]4CN(CC5CCOCC5)C[C@@H]4C3)nn2)cc1,Inhibition,=,4.0,%,,,B,CHEMBL4837245,CHEMBL220
CHEMBL4848896,c1cncc(-c2ccc(N[C@H]3C[C@@H]4CN(CC5CCOCC5)C[C@@H]4C3)nn2)c1,Inhibition,=,7.0,%,,,B,CHEMBL4837245,CHEMBL220
CHEMBL4855467,CC(=O)Nc1ccc(-c2ccc(N[C@H]3C[C@@H]4CN(CC5CCOCC5)C[C@@H]4C3)nn2)cc1,Inhibition,=,5.0,%,,,B,CHEMBL4837245,CHEMBL220
CHEMBL4865665,CN1Cc2cc(-c3ccc(N[C@H]4C[C@@H]5CN(CC6CCOCC6)C[C@@H]5C4)nn3)ccc2C1=O,Inhibition,=,3.0,%,,,B,CHEMBL4837245,CHEMBL220
CHEMBL4851711,Fc1ccccc1-c1ccc(N[C@H]2C[C@@H]3CN(CC4CCOCC4)C[C@@H]3C2)nn1,Inhibition,=,4.0,%,,,B,CHEMBL4837245,CHEMBL220
CHEMBL4854289,Fc1cccc(-c2ccc(N[C@H]3C[C@@H]4CN(CC5CCOCC5)C[C@@H]4C3)nn2)c1,Inhibition,=,4.0,%,,,B,CHEMBL4837245,CHEMBL220
CHEMBL4860985,Fc1ccc(-c2ccc(N[C@H]3C[C@@H]4CN(CC5CCOCC5)C[C@@H]4C3)nn2)cc1,Inhibition,=,4.0,%,,,B,CHEMBL4837245,CHEMBL220
CHEMBL4864914,Fc1ccc(F)c(-c2ccc(N[C@H]3C[C@@H]4CN(CC5CCOCC5)C[C@@H]4C3)nn2)c1,Inhibition,=,4.0,%,,,B,CHEMBL4837245,CHEMBL220
CHEMBL4850236,Fc1cc(F)c(F)c(-c2ccc(N[C@H]3C[C@@H]4CN(CC5CCOCC5)C[C@@H]4C3)nn2)c1,Inhibition,=,3.0,%,,,B,CHEMBL4837245,CHEMBL220
CHEMBL4861863,[2H]C([2H])(C1CCOCC1)N1C[C@H]2C[C@H](Nc3ccc(-c4cc(F)ccc4Cl)nn3)C[C@H]2C1,Inhibition,=,3.0,%,,,B,CHEMBL4837245,CHEMBL220
CHEMBL4873617,[2H]C([2H])(C1CCOCC1)N1C[C@H]2C[C@H](Nc3ccc(-c4cc(F)cc(F)c4F)nn3)C[C@H]2C1,Inhibition,=,3.0,%,,,B,CHEMBL4837245,CHEMBL220
CHEMBL4847286,COc1ccc2ncc(F)c(C(O)C[C@H]3OC[C@H](NCc4cc5c(nn4)OCCS5)CO3)c2n1,Inhibition,>,45.0,%,,,B,CHEMBL4837261,CHEMBL220
CHEMBL4852949,COc1ccc2ncc(F)c(C[C@H](O)[C@H]3OC[C@H](NCc4cc5c(nn4)OCCS5)CO3)c2n1,Inhibition,>,45.0,%,,,B,CHEMBL4837261,CHEMBL220
CHEMBL4537788,O=C(NCc1ncc(C(F)(F)F)cc1Cl)c1ccc2c(c1)C1(CCS(=O)(=O)CC1)[C@H](C1CC1)N2S(=O)(=O)c1ccc(F)cc1,Inhibition,=,56.0,%,,Slightly Active,B,CHEMBL4507266,CHEMBL220
CHEMBL4098877,C[C@@H]1CN(c2cc(-c3n[nH]c4ccc(OC5(C)CC5)cc34)ncn2)C[C@H](C)O1,Inhibition,=,-2.0,%,,Not Active,B,CHEMBL4507291,CHEMBL220
CHEMBL1800685,O=C(O)c1cc(-c2ccc(C3CCNCC3)cc2)c2ccc(-c3ccc(C(F)(F)F)cc3)cc2c1,Inhibition,=,-47.0,%,,Not Active,B,CHEMBL4507292,CHEMBL220
CHEMBL2204538,COCCOc1nc(-c2ccc(Cl)nc2)nc2c1CN(C(=O)c1ncn3ccccc13)CC2,Inhibition,=,-1.0,%,,Not Active,B,CHEMBL4507293,CHEMBL220
CHEMBL1651534,O=C(Nc1cccnn1)N1CCC(=Cc2cccc(Oc3ccc(C(F)(F)F)cn3)c2)CC1,Inhibition,=,10.0,%,,Not Active,B,CHEMBL4507297,CHEMBL220
CHEMBL4282264,CNC(=O)Nc1ccc2c(c1)CC[C@@]21OC(=O)N(CC(=O)N(Cc2ccc(F)cc2)[C@@H](C)C(F)(F)F)C1=O,Inhibition,=,-1.0,%,,Not Active,B,CHEMBL4507259,CHEMBL220
CHEMBL4536197,CNC(=O)Nc1ccc2c(c1)[C@@]1(CC2)OC(=O)N(CC(=O)N(Cc2ccc(F)cc2)[C@@H](C)C(F)(F)F)C1=O,Inhibition,=,8.0,%,,Not Active,B,CHEMBL4507259,CHEMBL220
CHEMBL1800285,N#CC1(c2ccccn2)CCN(Cc2cc(C(=O)O)c(=O)n3ccccc23)CC1,Inhibition,=,1.0,%,,Not Active,B,CHEMBL4507295,CHEMBL220
CHEMBL3286797,COc1ccc2cc(OCC3(C(=O)O)CN(C(=O)c4ccc(F)cc4)C3)ccc2c1,Inhibition,=,45.0,%,,Not Active,B,CHEMBL4507298,CHEMBL220
CHEMBL4802045,CC[C@@H](Nc1c(C#N)c(-c2ccc(-c3cccc(C)c3F)cc2)nc2cnccc12)C(=O)O,Inhibition,=,27.0,%,,Not Active,B,CHEMBL4800729,CHEMBL220
CHEMBL1221863,CO[C@H]1C=C2[C@H]3CN(Cc4cc5c(cc43)OCO5)[C@H]2C[C@@H]1O,Inhibition,=,13.7,%,,,B,CHEMBL5029165,CHEMBL220
CHEMBL5088074,CO[C@H]1C[C@H]2C(=C[C@@H]1OCCN1CCCCC1)[C@H]1CN2Cc2cc3c(cc21)OCO3,Inhibition,=,6.5,%,,,B,CHEMBL5029165,CHEMBL220
CHEMBL5091842,CO[C@H]1C[C@H]2C(=C[C@@H]1OC(=O)c1cc([N+](=O)[O-])ccc1Cl)[C@H]1CN2Cc2cc3c(cc21)OCO3,Inhibition,=,78.7,%,,,B,CHEMBL5029165,CHEMBL220
CHEMBL5090057,CO[C@H]1C[C@H]2C(=C[C@@H]1OC(=O)C1CCCCC1)[C@H]1CN2Cc2cc3c(cc21)OCO3,Inhibition,=,1.2,%,,,B,CHEMBL5029165,CHEMBL220
CHEMBL5077388,CO[C@H]1C[C@H]2C(=C[C@@H]1OC(=O)c1cccs1)[C@H]1CN2Cc2cc3c(cc21)OCO3,Inhibition,=,29.4,%,,,B,CHEMBL5029165,CHEMBL220
CHEMBL5077463,CO[C@H]1C[C@H]2C(=C[C@@H]1OC(=O)c1ccoc1)[C@H]1CN2Cc2cc3c(cc21)OCO3,Inhibition,=,6.8,%,,,B,CHEMBL5029165,CHEMBL220
CHEMBL5084173,CO[C@H]1C[C@H]2C(=C[C@@H]1OC(=O)c1cc(Br)cc([N+](=O)[O-])c1)[C@H]1CN2Cc2cc3c(cc21)OCO3,Inhibition,=,28.0,%,,,B,CHEMBL5029165,CHEMBL220
CHEMBL5078153,CO[C@H]1C[C@H]2C(=C[C@@H]1OC(=O)c1ccc([N+](=O)[O-])cc1Cl)[C@H]1CN2Cc2cc3c(cc21)OCO3,Inhibition,=,48.6,%,,,B,CHEMBL5029165,CHEMBL220
CHEMBL5075459,CO[C@H]1C[C@H]2C(=C[C@@H]1OC(=O)c1ccc(C)c([N+](=O)[O-])c1)[C@H]1CN2Cc2cc3c(cc21)OCO3,Inhibition,=,81.5,%,,,B,CHEMBL5029165,CHEMBL220
CHEMBL5083797,CO[C@H]1C[C@H]2C(=C[C@@H]1OC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)[C@H]1CN2Cc2cc3c(cc21)OCO3,Inhibition,=,70.8,%,,,B,CHEMBL5029165,CHEMBL220
CHEMBL5078705,CO[C@H]1C[C@H]2C(=C[C@@H]1OC(=O)c1ccc([N+](=O)[O-])cc1)[C@H]1CN2Cc2cc3c(cc21)OCO3,Inhibition,=,48.1,%,,,B,CHEMBL5029165,CHEMBL220
CHEMBL5069654,COc1ccc(C(=O)O[C@H]2C=C3[C@H]4CN(Cc5cc6c(cc54)OCO6)[C@H]3C[C@@H]2OC)cc1OC,Inhibition,=,17.2,%,,,B,CHEMBL5029165,CHEMBL220
CHEMBL5072956,COc1ccccc1C(=O)O[C@H]1C=C2[C@H]3CN(Cc4cc5c(cc43)OCO5)[C@H]2C[C@@H]1OC,Inhibition,=,15.6,%,,,B,CHEMBL5029165,CHEMBL220
CHEMBL5080499,CO[C@H]1C[C@H]2C(=C[C@@H]1OC(=O)c1ccc(C)cc1)[C@H]1CN2Cc2cc3c(cc21)OCO3,Inhibition,=,12.4,%,,,B,CHEMBL5029165,CHEMBL220
CHEMBL5090722,CO[C@H]1C[C@H]2C(=C[C@@H]1OC(=O)c1ccccc1C)[C@H]1CN2Cc2cc3c(cc21)OCO3,Inhibition,=,29.7,%,,,B,CHEMBL5029165,CHEMBL220
CHEMBL5076593,CO[C@H]1C[C@H]2C(=C[C@@H]1OC(=O)c1ccccc1)[C@H]1CN2Cc2cc3c(cc21)OCO3,Inhibition,=,8.5,%,,,B,CHEMBL5029165,CHEMBL220
CHEMBL4210016,CO[C@H]1C[C@H]2C(=C[C@@H]1O)[C@H]1CN2Cc2cc3c(cc21)OCO3,Inhibition,=,9.2,%,,,B,CHEMBL5029165,CHEMBL220
CHEMBL5078674,COc1cccc(C(=O)O[C@H]2C=C3[C@H]4CN(Cc5cc6c(cc54)OCO6)[C@H]3C[C@@H]2OC)c1,Inhibition,=,19.3,%,,,B,CHEMBL5029165,CHEMBL220
CHEMBL5079347,CO[C@H]1C[C@H]2C(=C[C@@H]1OC(=O)N1CCCCC1)[C@H]1CN2Cc2cc3c(cc21)OCO3,Inhibition,=,8.8,%,,,B,CHEMBL5029165,CHEMBL220
